1.490116119384765625e-05,0.000000000000000000e+00
1.490116119384765625e-05,7.625100016593933105e+01
2.559346705675125122e+01,7.625100016593933105e+01
2.585329860448837280e+01,7.406236231327056885e+01
2.674528211355209351e+01,7.198614627122879028e+01
2.793587744235992432e+01,7.020521163940429688e+01
2.916710078716278076e+01,6.878551095724105835e+01
3.036203235387802124e+01,6.765226274728775024e+01
3.156070411205291748e+01,6.666507571935653687e+01
3.413091599941253662e+01,6.477669626474380493e+01
3.682679682970046997e+01,6.303511559963226318e+01
3.954729437828063965e+01,6.149477511644363403e+01
4.514042288064956665e+01,5.871598049998283386e+01
5.084460973739624023e+01,5.628913640975952148e+01
5.663001537322998047e+01,5.413010343909263611e+01
6.247683987021446228e+01,5.219225212931632996e+01
6.837140023708343506e+01,5.044438689947128296e+01
7.430478930473327637e+01,4.886568710207939148e+01
8.026989549398422241e+01,4.743957519531250000e+01
9.227566421031951904e+01,4.499767720699310303e+01
1.043569371104240417e+02,4.304654151201248169e+01
1.164913922548294067e+02,4.153581708669662476e+01
1.286620795726776123e+02,4.042911902070045471e+01
1.408558487892150879e+02,3.969834744930267334e+01
1.530614346265792847e+02,3.932005167007446289e+01
1.652694791555404663e+02,3.927558287978172302e+01
1.774749457836151123e+02,3.954919055104255676e+01
1.895765960216522217e+02,4.008385539054870605e+01
2.016655653715133667e+02,4.080756753683090210e+01
2.137435078620910645e+02,4.170944169163703918e+01
2.258083075284957886e+02,4.278032109141349792e+01
2.378587126731872559e+02,4.401294887065887451e+01
2.498932033777236938e+02,4.540083184838294983e+01
2.619102597236633301e+02,4.693836718797683716e+01
2.683860361576080322e+02,4.782935231924057007e+01
2.858884334564208984e+02,5.044585093855857849e+01
2.888527214527130127e+02,5.091923847794532776e+01
3.097834885120391846e+02,5.450890585780143738e+01
3.194933831691741943e+02,5.632010474801063538e+01
3.296213448047637939e+02,5.830798670649528503e+01
3.335865736007690430e+02,5.911369621753692627e+01
3.396862149238586426e+02,6.038377806544303894e+01
3.496758639812469482e+02,6.254394352436065674e+01
3.572870492935180664e+02,6.425753235816955566e+01
3.608504533767700195e+02,6.507987529039382935e+01
3.643231689929962158e+02,6.589354574680328369e+01
3.676145970821380615e+02,6.667608767747879028e+01
3.707193136215209961e+02,6.742450594902038574e+01
3.736315965652465820e+02,6.813583523035049438e+01
3.763460814952850342e+02,6.880707293748855591e+01
3.808735311031341553e+02,6.994850188493728638e+01
3.848055303096771240e+02,7.095199078321456909e+01
3.868961632251739502e+02,7.149449735879898071e+01
3.886155784130096436e+02,7.194369286298751831e+01
3.925947546958923340e+02,7.300059497356414795e+01
3.964662253856658936e+02,7.402271777391433716e+01
3.972060978412628174e+02,7.421060651540756226e+01
3.991127312183380127e+02,7.469587773084640503e+01
4.016672968864440918e+02,7.538606226444244385e+01
4.049377441406250000e+02,7.625100016593933105e+01
4.050994813442230225e+02,7.625100016593933105e+01
4.320891797542572021e+02,7.625100016593933105e+01
4.320891797542572021e+02,0.000000000000000000e+00
